yt,title
the劉沛,[狗狗是我的腳踝終結者!] DOG BREAKS MY ANKLE PLAYING BASKETBALL?
the劉沛,[從台灣飛美國囉!] WE’RE ON SEPARATE FLIGHTS?!
the劉沛,墨西哥Cruise(Vlog#25)
the劉沛,滑雪籃球(Vlog#23)
the劉沛,Vegas KTV(Vlog#21)
the劉沛,回LA(Vlog#19)
the劉沛,世界上最好吃的麥當勞漢堡居然在新加坡？！【劉沛 VLOG】
the劉沛,跟我弟一起吃世界上最便宜的米其林餐廳！【劉沛 VLOG】
the劉沛,吃飯居然不用餐具？！人生第一次！【劉沛 VLOG】
the劉沛,出國這麼多次還是犯一樣的錯誤！【劉沛 VLOG】
the劉沛,終於要去馬來西亞，起飛前飛機居然出狀況了!【劉沛 VLOG】
the劉沛,機場的人硬是把我和美根分開【劉沛 VLOG】
the劉沛,我們救了劉媽，然後去看超級多安東尼·高迪的作品【劉沛 VLOG】
the劉沛,什麼?! 西班牙的麥當勞居然有賣啤酒?!😱【劉沛 VLOG】
the劉沛,義大利的噁心大便河?!【劉沛 VLOG】
the劉沛,我的空拍機被沒收了! 😭😭【劉沛 VLOG】
the劉沛,我有一隻小毛驢，在聖托里尼騎～🎶【劉沛 VLOG】
the劉沛,原來歐洲小偷是這樣偷東西！好險被我拍下來了，逮捕現行犯！【劉沛 VLOG】
the劉沛,48小時帶你們看完所有希臘雅典的旅遊景點！！【劉沛 VLOG】
the劉沛,慶祝劉爸生日，這句話....他終於說出口了！！😭😭【劉沛 VLOG】
the劉沛,發現秘密基地！～藏身在酒吧內部的超隱密小茶館～【劉沛 VLOG】
the劉沛,倫敦市區發生集體裸奔事件?!【劉沛 VLOG】
the劉沛,我被關在倫敦的計程車裡面？逃不走！【劉沛 VLOG】
the劉沛,劉爸居然想進愛丁堡監獄過一夜？！他看到了什麼？【劉沛 VLOG】
the劉沛,居然在蘇格蘭的民宿找到不可思議的東西！【劉沛 VLOG】
the劉沛,參觀健力士啤酒廠！怎麼會有喝啤酒味道的洋芋片？！【劉沛 VLOG】
the劉沛,親眼看到愛爾蘭人打群架!!【劉沛 VLOG】
the劉沛,美根真正的男朋友！他是誰啊？！【劉沛 VLOG】
the劉沛,百種清酒🍶喝到飽！劉沛vs美根，誰先Kiang？【劉沛日本#5】
the劉沛,超豪華，直升機看東京！給美根驚喜初次體驗！【劉沛日本#4】
the劉沛,米妮老鼠這麼會滑雪？滑雪正確摔倒法則，學起來！【劉沛日本#3】
the劉沛,嗚嗚🤕滑雪讓我屁股開花，還好輕井澤這麼美麗！【劉沛日本#2】
the劉沛,大驚奇！親眼看到大蟒蛇把人吃掉？日本の機器人夜店餐廳！【劉沛日本#1】
the劉沛,第一次參加香港婚禮！太好玩啦！Ft. 王詩安【劉沛 VLOG】
the劉沛,太噁心了吧！笑波子要我吃什麼？！Ft. 笑波子 屎萊姆【劉沛 VLOG】
the劉沛,橫濱皮卡丘遊行！你一定沒看過這麼多皮卡丘！Ft. MaoMaoTV Trainer Tips 謙桑 秀秀【劉沛 VLOG】
the劉沛,在日本三個男人如何成為女人?! Ft. 謙桑 三原 秀秀【劉沛 VLOG】
the劉沛,確定我們這樣做不是違法嗎？Ft. 謙桑【劉沛 VLOG】
the劉沛,在韓國玩寶可夢要小心別違法！別學我這樣！【劉沛 VLOG】
the劉沛,韓國最色情的博物館，沒辦法給你們看！【劉沛 VLOG】
the劉沛,這麼稀有的寶可夢居然不見了？！【劉沛 VLOG】
the劉沛,第一次在韓國滑雪居然可以抓稀有的寶可夢？！【 劉沛 VLOG】
the劉沛,第一次來到韓國的Google+YouTube辦公室!!【 劉沛 VLOG】
the劉沛,為什麼我可以免費進機場貴賓室?!台灣香港韓國篇【 劉沛 VLOG】
the劉沛,【劉沛】飛香港千萬不要去這個地方！！『別說我沒警告你哦』
the劉沛,【劉沛】日本最稀有的伴手禮!『從日本飛台灣囉 』
the劉沛,【劉沛】日本一頓壽司不到兩百塊?!『超便宜!!』
the劉沛,【劉沛】最後一秒決定飛日本! 為了寶可夢?!
the劉沛,【 劉沛】咻～我到香港了！『還遇見香港大明星?!』
the劉沛,歐洲的火車中途會分裂，去兩個不同國家？！【遊沛歐洲 1】
the劉沛,我又被騙了！出國一定要注意這件事！【遊沛歐洲 2】
the劉沛,小偷暴力行搶，用這種方法強拆？！【遊沛歐洲 3】
the劉沛,童話裡的婚禮是真的！超級美😍【遊沛歐洲 4】
the劉沛,布拉格的啤酒溫泉！一邊泡澡一邊喝到飽？！【遊沛歐洲 5】
the劉沛,出國突然嚴重生病！我要怎麼看維也納？！【遊沛歐洲 6】
the劉沛,我最愛的中歐城市！帶你們看看布達佩斯的景點！【遊沛歐洲 7】
the劉沛,原來歐洲的鄉下是這樣的！參觀匈牙利的世界遺產！【遊沛歐洲 8】
the劉沛,第一次體驗真正歐洲文化我居然不小心不尊重他們？！【遊沛歐洲 9】
the劉沛,在布達佩斯找到國際巨星拍過MV的場地！【遊沛歐洲10】
the劉沛,完蛋了！我們不小心損壞歐洲政府官員的名車？！【遊沛歐洲 11】
the劉沛,可以免費入場德國啤酒節！！不用票嗎？！【遊沛歐洲 12】
